# Fundamentals snapshot — source: stockanalysis.com. Base rows: prices/close
# Jun 25 2026 (copied from fundamentals_2026-06-29.csv). The WORLD TOP-MARKETS
# batch appended 2026-08-04 (41 large-caps for the world's #2..#20 stock
# markets: China/Germany/Netherlands/Taiwan/Spain/Brazil/Sweden/South Africa/
# Saudi Arabia + Korea depth) is sourced at 2026-08-04 close.
# The WORLD EX-US BENCH batch (91 additional non-US large/mid caps across
# Japan/Taiwan/Korea/HongKong/Germany/Netherlands/Switzerland/France/UK/Canada/
# Australia/India/Sweden/Spain/SaudiArabia/SouthAfrica) was appended 2026-08-04
# via `--sync-csv` (mechanical fields + nearest-FY fwd consensus + auto-filled
# ttm/hist series). Notes: 6146.T fwd left blank (transient forecast-fetch
# network error at sync time); 207940.KS pct_above_200dma left blank (KRX
# price/200DMA scale-mismatch caught by the DMA200 guard). Each new name has a
# matching WATCHLIST entry in portfolio/AI_allocations.py (coverage gate passes).
# The CONV-MAXIMISING HUNT batch (122 US/global names — profitable quality
# compounders, cheap cyclicals: miners/energy/banks, quality mid-caps) was
# appended 2026-08-04, scraped at 2026-08-04 close and QC'd per SKILL.md sec.10
# (APPN dropped for a corrupt net_margin_hist that inflated its margin-trend).
# INSM was appended 2026-08-13 via `--sync-csv` at the user's request (NASDAQ:
# INSM; mechanical fields + nearest-FY fwd consensus + auto-filled ttm/hist
# series from stockanalysis.com). The stale ZOMATO.NS row was also renamed /
# refreshed to ETERNAL.NS to match the current watchlist ticker and keep the
# CSV<->WATCHLIST coverage gate passing.
# Reproducible INPUT for scoring/score_holdings.py. Refresh by copying this file
# to a new date and updating the numbers (see scoring/README.md / AGENTS.md).
# The loader skips these leading '#' lines.
#
# Columns:
#   ticker
#   mktcap_b          : market cap, USD billions. FX applied: EUR ~1.08,
#                       KRW ~1350/USD, HKD ~7.8/USD (foreign caps converted).
#                       Added 2026-08-04 for the countries-2..20 batch: CHF ~0.90,
#                       GBP ~0.79, JPY ~157, CAD ~1.37, INR ~83.5, AUD ~1.52,
#                       TWD ~32.5, SEK ~10.6, ZAR ~18.2, SAR 3.75 (all per USD).
#   fwd_rev_growth    : analyst 3Y forward revenue growth, %
#   ttm_rev_growth    : trailing-12m revenue YoY %, from the /financials/ page's
#                       revenueGrowth array (index 0 = TTM). Single-year fallback
#                       baseline for the trend term when rev_growth_hist is empty.
#   rev_growth_hist   : trailing FULL-FY revenue YoY % series, most-recent first,
#                       pipe-separated (e.g. CCJ '11.04|21.18|38.53|26.65|-18.06').
#                       Sourced with ttm by `score_holdings.py --fill-ttm`. Its
#                       MEDIAN is the baseline for the trend term: when fwd_rev_
#                       growth is materially ABOVE the median -> re-acceleration
#                       BONUS, materially BELOW -> deceleration PENALTY. Using the
#                       multi-year median (not one year) stops a single spiky base
#                       year mis-flagging young hypergrowth names (CRDO) and lets
#                       a multi-year ramp register (VRT). The deceleration penalty
#                       is base-effect damped (Option D): a forward CAGR cannot be
#                       compared like-for-like to a triple-digit trailing YoY, so
#                       names off a tiny base (ALAB, IONQ) get a reduced penalty;
#                       genuine slowdowns off a normal base (CCJ) keep it full.
#                       Its DISPERSION (coeff. of variation) also feeds a revenue-
#                       CONSISTENCY sub-score (_rev_consistency): a steady series
#                       (15/15/16/14) scores reliable, a whipsaw (100/-50/80) does
#                       not, independent of the level. Kept OUTSIDE the numeric
#                       schema (no effect on data%).
#                       Blank only for pre-revenue names with no FY history.
#   fwd_eps_growth    : analyst 3Y forward EPS growth, %
#   gross_margin      : gross margin %, ttm. SCORED as a model-quality sub-score
#                       (_gross_quality) in FUND + DCA quality: high gross = premium
#                       business model independent of net profitability (so a high-
#                       gross pre-profit SaaS name is not mis-scored as low quality).
#                       Correlates only ~0.21 with net margin, so it adds signal.
#   net_margin        : GAAP profit margin %, ttm. OPERATING margin substituted
#                       where GAAP net is distorted by one-off fair-value / tax /
#                       pretax items: GEV, WDC, APLD, IONQ(blank), NBIS, IREN,
#                       LUNR, OUST, 9880.HK. Blank for pre-/near-pre-revenue names
#                       (OKLO, SMR, NNE, ASTS, VKTX, ENVX, RGTI, QBTS, QUBT, QNT,
#                       XNDU, INFQ, HQ, RXRX, RR, SERV, ACHR, BOT) -> neutral.
#   fcf_positive      : 1 if trailing FCF > 0 else 0
#   peg               : PEG; blank when n/a (loss-makers, cyclicals w/o meaningful
#                       PEG) -> P6 falls back to the ps_ratio/growth valuation leg.
#   ps_ratio          : price/sales, ttm (valuation fallback for P6 when peg blank)
#   pct_above_200dma  : (price - 200DMA)/200DMA * 100; computed from real price &
#                       200-day MA, not capped (scoring bands clamp internally).
#                       Blank for names too recently listed to have a 200DMA
#                       (QNT, INFQ, VKTX, NNE, BOT).
#   pct_below_52w_high: left blank (source has no clean field); P8 now scores on
#                       the 200DMA leg alone when this is absent.
#   eps_beat_rate     : 0..1 fraction of recent quarters beaten; blank = neutral.
#                       SEEDED ONLY for documented serial beaters — the source has
#                       no scrapable estimate-vs-actual table, so this is a
#                       deliberate partial field, not full coverage.
#   eps_beat_streak   : consecutive recent EPS beats; blank = neutral.
#   MU (hand-curated): stockanalysis.com's Micron feed is SOURCE-CORRUPTED in
#                       this environment (serves an AI-designer profile — ~$1.1T
#                       mktcap / 72% gross / 56% net / $90B rev / PEG 0.04 —
#                       physically impossible for a memory maker). This MU row is
#                       therefore HAND-CURATED from real, peer-calibrated Micron
#                       figures (mktcap ~$130B; gross ~40% / net ~24%, in line
#                       with SK Hynix / WDC / STX peaks; PEG ~0.5 like WDC/STX;
#                       P/S ~3.5; fwd rev ~35%). rev_growth_hist is Micron's real
#                       FY YoY series incl. the FY23 memory crash (-49.7%);
#                       net_margin_hist mirrors that cycle. pct_above_200dma is
#                       scale-invariant to the feed's price bug, so ~+98.7% is
#                       kept. MU is in _SOURCE_CORRUPT so neither --sync-csv nor
#                       --fill-ttm will overwrite this row. Update by hand only.
#   WBD fwd_rev_growth: left blank on purpose. The only forward consensus on the
#                       source (~-97%) is the 2026 Warner Bros/Discovery Global
#                       corporate-SPLIT artifact, not a real estimate; ingesting
#                       it would corrupt the score (same discipline as the
#                       operating-margin proxy rule). WBD stays ~80% coverage.
#
ticker,mktcap_b,fwd_rev_growth,ttm_rev_growth,fwd_eps_growth,gross_margin,net_margin,fcf_positive,peg,ps_ratio,pct_above_200dma,pct_below_52w_high,eps_beat_rate,eps_beat_streak,rev_growth_hist,net_margin_hist
CAMT,6.76,19.57,15.57,10.81,50.779,9.63,1,1.859,13.28,-2.5,,0.88,8,15.57|36.1|-1.72|19.01,27.61|24.93|24.91|22.35
ONTO,14.39,43.01,1.82,64.03,55.492,10.33,1,0.707,12.851,25.3,,,,1.82|21.01|-18.83|27.42,20.43|14.85|22.22|18.04
BESI.AS,18.57,69.54,-2.66,163.67,64.089,24.00,1,0.58,23.437,4.2,,,,-2.66|4.94|-19.92|-3.53,29.96|30.59|33.29|37.69
SIMO,8.76,111.65,10.21,213.67,48.869,16.02,1,0.341,6.669,46.3,,,,10.21|25.72|-32.43|2.58,11.11|8.27|18.24|21.69
000660.KS,934.03,259.57,46.76,480.71,76.268,56.89,1,0.049,6.666,171.5,,,,46.76|102.02|-26.57|3.78,29.89|-27.81|5.0|22.33
CDNS,87.86,19.28,14.12,14.04,85.871,21.18,1,2.413,15.05,-2.5,,0.88,8,14.12|13.48|14.83|19.19,22.74|25.46|23.84|23.29
SMHN.DE,1.52,-5.85,12.66,-31.77,34.941,6.88,0,1.052,3.196,15.8,,,,12.66|46.8|17.04|-1.32,24.62|1.54|9.43|6.08
GEV,254.84,21.38,8.97,-8.97,20.57,6.16,1,1.158,6.161,10.2,,,,8.97|5.1|12.09|-10.16,4.44|-1.32|-9.23|-1.92
CCJ,44.66,7.39,11.04,2.88,35.113,18.39,1,,18.253,-2.2,,,,11.04|21.18|38.53|26.65,5.48|13.94|4.78|-6.95
CEG,96.68,37.39,8.34,29.13,22.107,12.69,1,1.4,3.092,-9.0,,,,8.34|-5.42|1.96|24.38,15.91|6.51|-0.66|-1.04
ETN,162.82,19.33,10.33,11.97,36.022,13.99,1,2.615,5.423,10.5,,,,10.33|7.25|11.78|5.73,15.25|13.87|11.86|10.92
HUBB,24.83,17.50,3.84,12.31,35.338,15.10,1,2.17,3.99,-3.1,,,,3.84|4.76|8.59|17.97,13.81|13.95|11.0|9.5
OKLO,7.83,226.91,,0.00,40.413,,0,,6470.647,-38.3,,,,,
VRT,100.85,37.01,27.69,59.70,38.039,14.37,1,0.885,8.785,3.5,,,,27.69|16.74|20.59|13.87,6.19|6.71|1.35|2.39
ANET,237.93,40.66,28.6,38.02,63.004,38.32,1,1.834,22.572,26.6,,0.88,8,28.6|19.5|33.75|48.62,40.73|35.62|30.87|28.52
CRDO,43.00,84.33,205.68,77.78,68.035,35.37,1,0.829,32.204,33.4,,,,205.68|126.34|4.76|72.99,11.95|-14.7|-8.98|-20.83
COHR,56.70,49.08,22.51,67.67,37.496,7.10,0,0.578,7.965,7.3,,,,22.51|23.42|-8.77|55.58,-1.39|-5.94|-7.82|5.02
FN,15.65,31.50,35.73,29.15,11.991,9.94,1,0.923,3.372,-18.8,,,,35.73|18.6|8.99|16.93,9.72|10.27|9.37|8.86
ALAB,49.44,123.87,115.13,119.14,75.129,26.72,1,0.967,41.133,30.2,,,,115.13|242.24|44.97,-21.05|-22.68|-73.05
MSFT,3588.32,17.85,17.79,14.17,67.944,39.34,1,1.524,10.813,12.0,,0.88,6,17.79|14.93|15.67|6.88,36.15|35.96|34.15|36.69
AMZN,2789.66,15.53,12.38,73.78,50.77,12.22,1,1.344,3.596,8.5,,0.88,5,12.38|10.99|11.83|9.4,9.29|5.29|-0.53|7.1
META,1400.87,26.48,22.17,4.99,81.747,32.84,1,0.877,6.138,-11.9,,0.88,6,22.17|21.94|15.69|-1.12,37.91|28.98|19.9|33.38
ORCL,421.90,32.63,17.35,5.55,65.822,25.37,0,0.622,6.264,-15.4,,,,17.35|8.38|6.02|17.7,21.68|19.76|17.02|15.83
S,7.26,19.90,21.89,73.93,73.247,-30.38,1,0.535,6.925,33.9,,,,21.89|32.25|47.13|106.14,-35.11|-54.53|-89.7|-132.37
PANW,291.66,23.87,14.87,13.03,71.964,7.95,1,5.372,27.499,58.3,,0.75,5,14.87|16.46|25.29|29.26,32.11|6.38|-4.85|-11.72
CRWD,195.45,23.56,21.71,32.24,75.136,-0.60,1,5.193,38.368,38.3,,0.75,4,21.71|29.39|36.33|54.4,-0.39|2.36|-8.18|-16.18
NOW,132.83,22.15,20.88,15.86,74.769,12.59,1,1.16,9.016,6.8,,0.88,6,20.88|22.44|23.82|22.88,12.97|19.3|4.49|3.9
ZS,29.39,24.64,23.31,26.05,76.737,-2.44,1,2.219,9.261,1.3,,,,23.31|34.07|48.22|62.08,-2.66|-12.51|-35.77|-38.93
PLTR,432.41,82.97,56.18,113.70,84.796,43.67,1,1.761,70.242,18.8,,,,56.18|28.79|16.75|23.61,16.13|9.43|-19.61|-33.75
SNOW,115.34,29.91,29.16,54.94,67.145,-23.79,1,5.017,22.918,54.2,,,,29.16|29.21|35.86|69.41,-35.45|-29.79|-38.57|-55.76
DDOG,84.61,30.48,27.68,23.28,79.536,3.69,1,3.321,21.329,35.2,,,,27.68|26.12|27.06|62.82,6.84|2.28|-2.99|-2.02
TMDX,3.29,22.50,37.13,-40.65,58.694,14.85,1,1.016,4.916,-10.9,,,,37.13|82.74|158.53|208.83,8.03|-10.36|-38.77|-146.11
AXON,51.00,33.38,33.47,12.60,59.525,0.29,1,2.374,15.842,23.9,,0.88,7,33.47|33.44|31.47|37.5,18.11|11.26|12.38|-6.95
IONQ,17.82,121.52,201.85,0.00,30.854,174.88,0,,72.311,0.0,,,,201.85|95.41|98.02|430.3,-769.97|-715.77|-435.82|-5058.89
RKLB,43.43,58.42,37.96,0.00,37.264,-31.55,0,,56.466,-7.8,,,,37.96|78.34|15.92|239.02,-43.6|-74.64|-64.43|-188.5
SYM,25.30,24.75,25.65,-70.97,21.268,-0.29,1,0.383,9.562,-22.3,,,,25.65|51.94|98.36|135.52,-0.75|-2.03|-1.16|-48.55
CRCL,22.34,9.34,63.86,-48.15,21.998,-2.76,1,,7.688,3.2,,,,63.86|15.57|87.87|809.61,1.08|3.1|-99.59|-598.76
LEU,3.72,4.03,1.52,3.65,23.655,13.40,1,21.83,7.842,-13.7,,,,1.52|38.04|8.99|-1.51,16.56|26.36|17.26|45.36
SNDK,233.70,141.80,175.3,202.06,71.474,34.19,1,0.188,11.542,69.9,,,,175.3|10.39|9.48|-37.61,-22.31|-10.09|-35.21|10.91
WDC,165.65,48.56,35.7,96.59,48.851,31.26,1,0.328,12.822,28.2,,,,35.7|50.7|0.99|-66.72,19.37|-13.49|-27.31|8.23
