# Fundamentals snapshot — source: stockanalysis.com. Base rows: prices/close
# Jun 25 2026 (copied from fundamentals_2026-06-29.csv). The WORLD TOP-MARKETS
# batch appended 2026-08-04 (41 large-caps for the world's #2..#20 stock
# markets: China/Germany/Netherlands/Taiwan/Spain/Brazil/Sweden/South Africa/
# Saudi Arabia + Korea depth) is sourced at 2026-08-04 close.
# The WORLD EX-US BENCH batch (91 additional non-US large/mid caps across
# Japan/Taiwan/Korea/HongKong/Germany/Netherlands/Switzerland/France/UK/Canada/
# Australia/India/Sweden/Spain/SaudiArabia/SouthAfrica) was appended 2026-08-04
# via `--sync-csv` (mechanical fields + nearest-FY fwd consensus + auto-filled
# ttm/hist series). Notes: 6146.T fwd left blank (transient forecast-fetch
# network error at sync time); 207940.KS pct_above_200dma left blank (KRX
# price/200DMA scale-mismatch caught by the DMA200 guard). Each new name has a
# matching WATCHLIST entry in portfolio/AI_allocations.py (coverage gate passes).
# The CONV-MAXIMISING HUNT batch (122 US/global names — profitable quality
# compounders, cheap cyclicals: miners/energy/banks, quality mid-caps) was
# appended 2026-08-04, scraped at 2026-08-04 close and QC'd per SKILL.md sec.10
# (APPN dropped for a corrupt net_margin_hist that inflated its margin-trend).
# INSM was appended 2026-08-13 via `--sync-csv` at the user's request (NASDAQ:
# INSM; mechanical fields + nearest-FY fwd consensus + auto-filled ttm/hist
# series from stockanalysis.com). The stale ZOMATO.NS row was also renamed /
# refreshed to ETERNAL.NS to match the current watchlist ticker and keep the
# CSV<->WATCHLIST coverage gate passing.
# Reproducible INPUT for scoring/score_holdings.py. Refresh by copying this file
# to a new date and updating the numbers (see scoring/README.md / AGENTS.md).
# The loader skips these leading '#' lines.
#
# Columns:
#   ticker
#   mktcap_b          : market cap, USD billions. FX applied: EUR ~1.08,
#                       KRW ~1350/USD, HKD ~7.8/USD (foreign caps converted).
#                       Added 2026-08-04 for the countries-2..20 batch: CHF ~0.90,
#                       GBP ~0.79, JPY ~157, CAD ~1.37, INR ~83.5, AUD ~1.52,
#                       TWD ~32.5, SEK ~10.6, ZAR ~18.2, SAR 3.75 (all per USD).
#   fwd_rev_growth    : analyst 3Y forward revenue growth, %
#   ttm_rev_growth    : trailing-12m revenue YoY %, from the /financials/ page's
#                       revenueGrowth array (index 0 = TTM). Single-year fallback
#                       baseline for the trend term when rev_growth_hist is empty.
#   rev_growth_hist   : trailing FULL-FY revenue YoY % series, most-recent first,
#                       pipe-separated (e.g. CCJ '11.04|21.18|38.53|26.65|-18.06').
#                       Sourced with ttm by `score_holdings.py --fill-ttm`. Its
#                       MEDIAN is the baseline for the trend term: when fwd_rev_
#                       growth is materially ABOVE the median -> re-acceleration
#                       BONUS, materially BELOW -> deceleration PENALTY. Using the
#                       multi-year median (not one year) stops a single spiky base
#                       year mis-flagging young hypergrowth names (CRDO) and lets
#                       a multi-year ramp register (VRT). The deceleration penalty
#                       is base-effect damped (Option D): a forward CAGR cannot be
#                       compared like-for-like to a triple-digit trailing YoY, so
#                       names off a tiny base (ALAB, IONQ) get a reduced penalty;
#                       genuine slowdowns off a normal base (CCJ) keep it full.
#                       Its DISPERSION (coeff. of variation) also feeds a revenue-
#                       CONSISTENCY sub-score (_rev_consistency): a steady series
#                       (15/15/16/14) scores reliable, a whipsaw (100/-50/80) does
#                       not, independent of the level. Kept OUTSIDE the numeric
#                       schema (no effect on data%).
#                       Blank only for pre-revenue names with no FY history.
#   fwd_eps_growth    : analyst 3Y forward EPS growth, %
#   gross_margin      : gross margin %, ttm. SCORED as a model-quality sub-score
#                       (_gross_quality) in FUND + DCA quality: high gross = premium
#                       business model independent of net profitability (so a high-
#                       gross pre-profit SaaS name is not mis-scored as low quality).
#                       Correlates only ~0.21 with net margin, so it adds signal.
#   net_margin        : GAAP profit margin %, ttm. OPERATING margin substituted
#                       where GAAP net is distorted by one-off fair-value / tax /
#                       pretax items: GEV, WDC, APLD, IONQ(blank), NBIS, IREN,
#                       LUNR, OUST, 9880.HK. Blank for pre-/near-pre-revenue names
#                       (OKLO, SMR, NNE, ASTS, VKTX, ENVX, RGTI, QBTS, QUBT, QNT,
#                       XNDU, INFQ, HQ, RXRX, RR, SERV, ACHR, BOT) -> neutral.
#   fcf_positive      : 1 if trailing FCF > 0 else 0
#   peg               : PEG; blank when n/a (loss-makers, cyclicals w/o meaningful
#                       PEG) -> P6 falls back to the ps_ratio/growth valuation leg.
#   ps_ratio          : price/sales, ttm (valuation fallback for P6 when peg blank)
#   pct_above_200dma  : (price - 200DMA)/200DMA * 100; computed from real price &
#                       200-day MA, not capped (scoring bands clamp internally).
#                       Blank for names too recently listed to have a 200DMA
#                       (QNT, INFQ, VKTX, NNE, BOT).
#   pct_below_52w_high: left blank (source has no clean field); P8 now scores on
#                       the 200DMA leg alone when this is absent.
#   eps_beat_rate     : 0..1 fraction of recent quarters beaten; blank = neutral.
#                       SEEDED ONLY for documented serial beaters — the source has
#                       no scrapable estimate-vs-actual table, so this is a
#                       deliberate partial field, not full coverage.
#   eps_beat_streak   : consecutive recent EPS beats; blank = neutral.
#   MU (hand-curated): stockanalysis.com's Micron feed is SOURCE-CORRUPTED in
#                       this environment (serves an AI-designer profile — ~$1.1T
#                       mktcap / 72% gross / 56% net / $90B rev / PEG 0.04 —
#                       physically impossible for a memory maker). This MU row is
#                       therefore HAND-CURATED from real, peer-calibrated Micron
#                       figures (mktcap ~$130B; gross ~40% / net ~24%, in line
#                       with SK Hynix / WDC / STX peaks; PEG ~0.5 like WDC/STX;
#                       P/S ~3.5; fwd rev ~35%). rev_growth_hist is Micron's real
#                       FY YoY series incl. the FY23 memory crash (-49.7%);
#                       net_margin_hist mirrors that cycle. pct_above_200dma is
#                       scale-invariant to the feed's price bug, so ~+98.7% is
#                       kept. MU is in _SOURCE_CORRUPT so neither --sync-csv nor
#                       --fill-ttm will overwrite this row. Update by hand only.
#   WBD fwd_rev_growth: left blank on purpose. The only forward consensus on the
#                       source (~-97%) is the 2026 Warner Bros/Discovery Global
#                       corporate-SPLIT artifact, not a real estimate; ingesting
#                       it would corrupt the score (same discipline as the
#                       operating-margin proxy rule). WBD stays ~80% coverage.
#
ticker,mktcap_b,fwd_rev_growth,ttm_rev_growth,fwd_eps_growth,gross_margin,net_margin,fcf_positive,peg,ps_ratio,pct_above_200dma,pct_below_52w_high,eps_beat_rate,eps_beat_streak,rev_growth_hist,net_margin_hist
CAMT,7.15,15.16,15.57,7.46,50.969,9.63,1,2.765,14.332,4.6,,0.88,8,15.57|36.1|-1.72|19.01,27.61|24.93|24.91|22.35
ONTO,15.13,33.43,1.82,45.65,54.894,10.33,1,0.747,13.507,37.1,,,,1.82|21.01|-18.83|27.42,20.43|14.85|22.22|18.04
BESI.AS,19.33,68.52,-2.66,162.42,64.089,24.00,1,0.604,24.384,10.5,,,,-2.66|4.94|-19.92|-3.53,29.96|30.59|33.29|37.69
SIMO,8.68,111.65,10.21,213.67,48.869,16.02,1,0.338,6.611,51.5,,,,10.21|25.72|-32.43|2.58,11.11|8.27|18.24|21.69
000660.KS,767.74,260.22,46.76,479.83,70.197,56.89,1,0.041,5.479,171.5,,,,46.76|102.02|-26.57|3.78,29.89|-27.81|5.0|22.33
CDNS,93.42,19.28,14.12,14.06,85.871,21.18,1,2.566,16.004,3.4,,0.88,8,14.12|13.48|14.83|19.19,22.74|25.46|23.84|23.29
SMHN.DE,1.72,-4.73,12.66,-29.91,35.078,6.88,0,1.191,3.633,36.3,,,,12.66|46.8|17.04|-1.32,11.57|5.7|8.95|6.08
GEV,263.76,21.31,8.97,-9.95,20.57,6.16,1,1.464,6.376,17.0,,,,8.97|5.1|12.09|-10.16,4.46|-1.43|-9.18|-2.19
CCJ,42.45,7.39,11.04,4.54,35.113,18.39,1,,17.351,-7.0,,,,11.04|21.18|38.53|26.65,5.48|13.94|4.78|-6.96
CEG,95.62,42.07,8.34,25.98,22.107,12.69,1,1.446,3.058,-11.5,,,,8.34|-5.42|1.96|24.38,15.88|6.37|-0.63|-0.37
ETN,174.27,19.29,10.33,11.90,36.022,13.99,1,3.123,5.804,19.3,,,,10.33|7.25|11.78|5.73,15.27|13.89|11.88|10.93
HUBB,27.16,17.43,3.84,12.31,35.338,15.10,1,2.376,4.363,6.5,,,,3.84|4.76|8.59|17.97,13.94|14.1|10.44|8.85
OKLO,9.01,389.83,,0.00,40.413,,0,,7443.781,-33.3,,,,,
VRT,104.87,36.95,27.69,60.08,38.039,14.37,1,0.923,9.135,9.5,,,,27.69|16.74|20.59|13.87,6.19|6.71|1.35|2.39
ANET,237.96,40.66,28.6,38.04,63.004,38.32,1,1.836,22.575,28.3,,0.88,8,28.6|19.5|33.75|48.62,40.73|35.62|30.87|28.52
CRDO,46.60,83.88,205.68,77.06,68.035,35.37,1,0.902,34.903,48.4,,,,205.68|126.34|4.76|72.99,11.95|-14.7|-8.98|-20.83
COHR,74.17,21.44,23.42,54.36,36.99,7.10,1,1.047,11.235,45.6,,,,23.42|-8.77|55.58|6.78,-3.37|-5.03|7.08|9.58
FN,20.15,34.58,18.6,35.82,12.037,9.94,1,,4.758,5.5,,,,18.6|8.99|16.93|20.37,10.27|9.37|8.86|7.89
ALAB,57.97,123.64,115.13,118.59,75.129,26.72,1,1.134,48.234,57.7,,,,115.13|242.24|44.97,-21.05|-22.68|-73.05
MSFT,3712.70,17.82,17.79,13.87,67.944,39.34,1,1.581,11.188,15.5,,0.88,6,17.79|14.93|15.67|6.88,36.15|35.96|34.15|36.69
AMZN,2960.63,15.52,12.38,71.48,50.77,12.22,1,1.473,3.817,16.0,,0.88,5,12.38|10.99|11.83|9.4,9.3|5.3|-0.53|7.1
META,1508.38,26.55,22.17,4.44,81.747,32.84,1,0.891,6.609,-6.2,,0.88,6,22.17|21.94|15.69|-1.12,37.91|28.98|19.9|33.38
ORCL,423.49,32.60,17.35,5.52,65.822,25.37,0,0.642,6.287,-18.0,,,,17.35|8.38|6.02|17.7,21.68|19.76|17.02|15.83
S,7.34,19.87,21.89,74.08,73.247,-30.38,1,0.553,6.994,37.3,,,,21.89|32.25|47.13|106.14,-35.11|-54.53|-89.7|-132.37
PANW,296.55,23.87,14.87,12.98,71.964,7.95,1,6.118,27.959,66.8,,0.75,5,14.87|16.46|25.29|29.26,32.11|6.38|-4.85|-11.72
CRWD,218.34,23.55,21.71,32.10,75.136,-0.60,1,5.798,42.86,59.0,,0.75,4,21.71|29.39|36.33|54.4,-0.32|2.4|-8.13|-16.01
NOW,129.11,22.15,20.88,15.89,74.769,12.59,1,1.121,8.764,1.2,,0.88,6,20.88|22.44|23.82|22.88,12.97|19.3|4.49|3.9
ZS,27.28,24.64,23.31,25.85,76.737,-2.44,1,1.643,8.595,-9.5,,,,23.31|34.07|48.22|62.08,-2.66|-12.51|-35.77|-38.93
PLTR,413.35,82.62,56.18,112.64,84.796,43.67,1,1.685,67.147,13.0,,,,56.18|28.79|16.75|23.61,16.33|9.77|-19.47|-33.75
SNOW,114.55,29.89,29.16,54.85,67.145,-23.79,1,4.99,22.76,55.6,,,,29.16|29.21|35.86|69.41,-35.55|-29.86|-38.61|-55.76
DDOG,84.00,30.47,27.68,23.26,79.536,3.69,1,3.3,21.176,37.7,,,,27.68|26.12|27.06|62.82,6.85|2.28|-2.99|-2.02
TMDX,2.91,22.34,37.13,-39.17,58.694,14.85,1,,4.352,-22.5,,,,37.13|82.74|158.53|208.83,8.03|-10.36|-38.77|-146.11
AXON,46.39,33.27,33.47,12.67,59.525,0.29,1,2.154,14.41,11.4,,0.88,7,33.47|33.44|31.47|37.5,18.1|11.26|12.38|-6.95
IONQ,16.58,121.52,201.85,0.00,30.195,174.88,0,,67.287,-2.6,,,,201.85|95.41|98.02|430.3,-769.97|-715.77|-435.82|-5058.89
RKLB,49.55,53.50,37.96,0.00,36.556,-31.55,0,,72.909,6.2,,,,37.96|78.34|15.92|239.02,-43.6|-74.64|-64.43|-188.5
SYM,24.30,24.83,25.65,-70.56,21.268,-0.29,1,0.369,9.185,-27.5,,,,25.65|51.94|98.36|135.52,-4.74|-17.66|-23.44|-48.55
CRCL,16.93,9.54,63.86,-52.04,21.998,-2.76,1,,5.826,-24.2,,,,63.86|15.57|87.87|809.61,9.37|18.72|-98.67|-599.35
LEU,3.82,2.35,1.52,-3.00,23.655,13.40,1,21.83,8.057,-14.8,,,,1.52|38.04|8.99|-1.51,16.56|26.36|17.77|58.67
SNDK,180.62,140.01,175.3,199.30,71.474,34.19,1,0.133,8.92,39.0,,,,175.3|10.39|9.48|-37.61,-22.31|-10.09|-35.21|10.91
WDC,149.70,48.73,35.7,97.12,48.851,31.26,1,0.309,11.587,27.3,,,,35.7|50.7|0.99|-66.72,17.26|-12.11|-14.42|8.23
